KEY_SKU_MEDICAMENTO;QTD_VENDIDA;DATA
AMOXICILINA TRI-HIDRATADA + CLARITROMICINA + OMEPRAZOL 20 MG CAP DURA LIB RETARD + 500 MG COM REV + 500 MG CAP DURA CT BL AL PLAS TRANS X 2 + BL AL PLAS TRANS X 2+ BL AL PLAS TRANS X 4 ;279;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLARITROMICINA + OMEPRAZOL 20 MG CAP DURA LIB RETARD + 500 MG COM REV + 500 MG CAP DURA CT BL AL PLAS TRANS X 28 + BL AL PLAS TRANS X 14 + BL AL PLAS TRANS X 28;7;2021-02-01
AMOXICILINA TRI-HIDRATADA + CLARITROMICINA + OMEPRAZOL 20 MG CAP DURA LIB RETARD + 500 MG COM REV + 500 MG CAP DURA CT BL AL PLAS TRANS X 42 + BL AL PLAS TRANS X 14 + BL AL PLAS TRANS X 28;3490;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLARITROMICINA + OMEPRAZOL 20 MG CAP DURA LIB RETARD + 500 MG COM REV + 500 MG CAP DURA CT FLOW PACK BL AL PLAS TRANS X 14 + BL AL PLAS TRANS X 14 + BL AL PLAS TRANS X 28 ;20;2020-08-01
AMOXICILINA TRI-HIDRATADA + CLARITROMICINA + OMEPRAZOL 20 MG CAP DURA LIB RETARD + 500 MG COM REV + 500 MG CAP DURA CT FLOW PACK BL AL PLAS TRANS X 42 + BL AL PLAS TRANS X 14 + BL AL PLAS TRANS X 28 ;599;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO (40 + 5,7) MG/ML PO SUS OR CT FR VD TRANS X 70 ML + SER DOS;850;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO (80 + 11,4) MG/ML PO SUS OR CT FR VD TRANS X 140 ML + SER DOS;6366;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO (80 + 11,4) MG/ML PO SUS OR CT FR VD TRANS X 70 ML + SER DOS;66571;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO (80 + 11,5) MG/ML PO SUS OR CT FR PLAS PEAD TRANSL X 70 ML ;11;2018-07-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO (80 + 11,5) MG/ML PO SUS OR CT FR PLAS PEAD TRANSL X 70 ML + COP;27;2018-08-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO (80+11,4) MG/ML PO SUS OR CT FR VD AMB X 70 ML + COL;36474;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO (80+11,4) MG/ML PO SUS OR CT FR VD AMB X 70 ML + DOSAD ;2823;2020-08-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO (80,0 + 11,4) MG/ML PO SUS OR CT FR VD AMB X 70 ML + SER DOS;19405;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 50 MG/ML + 12,5 MG/ML PO SUS OR CT FR VD AMB X 75 ML + COL;367;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 50 MG/ML + 12,5 MG/ML PÓ P/ SUSP ORAL CT FR VD AMB X 75 ML + COL;51117;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 50 MG/ML + 12,5 MG/ML PÓ P/ SUSP ORAL CT FR VD AMB X 75 ML + COL DOSAD;4418;2020-08-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 500 MG + 125 MG COM REV CT BL AL AL X 12;41700;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 500 MG + 125 MG COM REV CT BL AL AL X 18 ;30230;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 500 MG + 125 MG COM REV CT BL AL AL X 21;1;2021-09-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 500 MG + 125 MG COM REV CT BL AL/AL X 18;41;2021-06-01
"AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 500 MG + 125 MG COM REV CT STR AL X 18&NBSP;01";1;2020-08-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 500 MG + 125 MG COM REV CT STR AL/AL X 14;153;2020-08-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 500 MG + 125 MG COM REV CT STR AL/AL X 21;9795;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 600 MG + 42,9 MG/5 ML PÓ EXT CT FR VD AMB X 100 ML;983;2021-08-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 600 MG + 42,9 MG/5 ML PÓ EXT CT FR VD AMB X 50 ML ;340;2021-08-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 80 MG/ML + 11,4 MG/ML PO SUS CT FR VD AMB X 70 ML + COP;384;2021-09-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 80 MG/ML + 11,4 MG/ML PO SUS CX 24 FR VD AMB X 70 ML + COP;266;2018-12-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 80 MG/ML + 11,4 MG/ML PO SUS OR CT 2 FR VD AMB X 70 ML + 2 SER DOS;2700;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 80 MG/ML + 11,4 MG/ML PO SUS OR CT FR VD AMB X 70 ML + SER DOS;12915;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 80 MG/ML + 11,4 MG/ML PO SUS OR CT FR VD AMB X 70 ML+ SER DOS;1039;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 80 MG/ML + 11,4 MG/ML PÓ SUS CT FR VD AMB X 70 ML + SER DOS;11884;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 80 MG/ML + 11,4 MG/ML PÓ SUS OR CT FR PLAS OPC X 70ML;96;2021-06-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 875 MG + 125 MG COM REV CT BL AL PLAS TRANS + ENV X 20;61401;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 875 MG + 125 MG COM REV CT BL AL PLAS TRANS+ ENV X 14 ;76858;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 875 MG + 125 MG COM REV CT BL AL/AL X 12;13;2018-01-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 875 MG + 125 MG COM REV CT BL AL/AL X 14;9831;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 875 MG + 125 MG COM REV CT BL AL/AL X 20;4809;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 875 MG + 125 MG COM REV CT FR VD AMB X 14;143697;2021-10-01
AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POTÁSSIO 875 MG + 125 MG COM REV CT FR VD AMB X 20;739590;2021-10-01
AMOXICILINA TRI-HIDRATADA + LANSOPRAZOL + LEVOFLOXACINO 30 MG CAP GEL DURA LIB RETARD + 500 MG COM REV + 500 MG CAP GEL DURA CT BL AL PLAS INC X 20 + 10 + 40 ;639;2021-10-01
AMOXICILINA TRI-HIDRATADA + LANSOPRAZOL + LEVOFLOXACINO HEMI-HIDRATADO 30 MG CAP DURA LIB RETARD + 500 MG COM REV + 500 MG CAP DURA CT BL AL PLAS TRANS X 20 + 10 + 40 ;1899;2021-10-01
AMOXICILINA TRI-HIDRATADA + SULBACTAM PIVOXILA (200,0 + 50,0) MG/ML PO SUS OR CT FR PLAS PEAD TRANSL X 30 ML + SER DOS;216;2021-07-01
AMOXICILINA TRI-HIDRATADA + SULBACTAM PIVOXILA (200,0 + 50,0) MG/ML PO SUS OR CT FR PLAS PEAD TRANSL X 60 ML + SER DOS ;97;2021-10-01
AMOXICILINA TRI-HIDRATADA + SULBACTAM PIVOXILA 200 MG/ML + 50 MG/ML PO SUS OR CT FR PLAS OPC X 15 G (CAP 30 ML) + DOSIF ;27;2020-06-01
AMOXICILINA TRI-HIDRATADA + SULBACTAM PIVOXILA 200 MG/ML + 50 MG/ML PO SUS OR CT FR PLAS OPC X 15 G (CAPAC 30 ML) + DOSIF;151;2021-10-01
AMOXICILINA TRI-HIDRATADA + SULBACTAM PIVOXILA 200 MG/ML + 50 MG/ML PO SUS OR CT FR PLAS OPC X 30 G (CAP 60 ML) + DOSIF ;24;2020-06-01
AMOXICILINA TRI-HIDRATADA + SULBACTAM PIVOXILA 200 MG/ML + 50 MG/ML PO SUS OR CT FR PLAS OPC X 30 G (CAPAC 60 ML) + DOSIF;146;2021-10-01
AMOXICILINA TRI-HIDRATADA + SULBACTAM PIVOXILA 200 MG/ML + 50 MG/ML PO SUS OR CT FR PLAS PEAD OPC X 30ML + SER DOS;1635;2019-12-01
AMOXICILINA TRI-HIDRATADA + SULBACTAM PIVOXILA 200 MG/ML + 50 MG/ML PO SUS OR CT FR PLAS PEAD OPC X 60 ML+ SER DOS;1191;2019-12-01
AMOXICILINA TRI-HIDRATADA + SULBACTAM PIVOXILA 875 MG + 125 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 14;5209;2019-12-01
AMOXICILINA TRI-HIDRATADA + SULBACTAM PIVOXILA 875 MG + 125 MG COM REV CT BL AL PLAS TRANS X 14;1570;2021-10-01
AMOXICILINA TRI-HIDRATADA 100 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2369;2021-10-01
AMOXICILINA TRI-HIDRATADA 100 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + CP MED + SER DOSAD.;42;2021-09-01
AMOXICILINA TRI-HIDRATADA 100 MG/ML PO SUS OR CT FR VD AMB X 15 G (150 ML) + COP;11;2021-06-01
AMOXICILINA TRI-HIDRATADA 100 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;1534;2021-10-01
AMOXICILINA TRI-HIDRATADA 250 MG / 5 ML PÓ SUS OR CT FR VD AMB X 150 ML + SER DOS X 10 ML;92;2020-04-01
AMOXICILINA TRI-HIDRATADA 250 MG/ 5 ML PO SUS OR CT FR PLAS OPC X 150 ML + CP MED + SER DOSAD.;31;2020-06-01
AMOXICILINA TRI-HIDRATADA 250 MG/5 ML PO P/ SUS OR CT FR VD AMB X 150 ML + SER DOS;16;2018-03-01
AMOXICILINA TRI-HIDRATADA 250 MG/5 ML PO SUS OR CT FR VD AMB X 150 ML + COPO MED + SER DOSAD;36;2021-03-01
AMOXICILINA TRI-HIDRATADA 250 MG/5ML PO PREP EXT SUS OR CT FR VD AMB X 150 ML + SER DOS X 10 ML;19322;2021-10-01
AMOXICILINA TRI-HIDRATADA 250MG/5ML PO SUS CT FR VD AMB X 150 ML + COP;24;2021-05-01
AMOXICILINA TRI-HIDRATADA 400 MG / 5 ML PO P SUS OR CT FR VD AMB X 100 ML + SER DOS;25081;2021-10-01
AMOXICILINA TRI-HIDRATADA 400 MG/ 5 ML PO PREP EXT SUS OR CT FR VD AMB X 100 ML + SER DOS X 10 ML;21617;2021-10-01
AMOXICILINA TRI-HIDRATADA 400 MG/ 5 ML PO SUS OR CT FR VD AMB X 100 ML + SER DOS X 10 ML;30;2021-10-01
AMOXICILINA TRI-HIDRATADA 400 MG/5ML PÓ P/ SUS OR CT FR VD AMB X 100 ML + SER DOS;11;2017-12-01
AMOXICILINA TRI-HIDRATADA 50 MG/ML PO SUS CT FR PLAS OPC X 150 ML + COL;3;2020-02-01
AMOXICILINA TRI-HIDRATADA 50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;34428;2021-10-01
AMOXICILINA TRI-HIDRATADA 50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP + SER DOS;691;2021-10-01
AMOXICILINA TRI-HIDRATADA 50 MG/ML PO SUS OR CT FR PLAS PEAD TRANSL X 150 ML + COL;12;2019-12-01
AMOXICILINA TRI-HIDRATADA 50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;11271;2021-10-01
AMOXICILINA TRI-HIDRATADA 50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP X 10 ML;1328;2021-10-01
AMOXICILINA TRI-HIDRATADA 50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + CP MED X 10 ML;238;2021-10-01
AMOXICILINA TRI-HIDRATADA 50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + SER DOS X 10 ML;506;2021-10-01
AMOXICILINA TRI-HIDRATADA 50 MG/ML PÓ SUS OR CT FR VD AMB X 150 ML + SER DOS X 10 ML;1686;2021-10-01
AMOXICILINA TRI-HIDRATADA 500 MG CAP DURA CT BL AL PLAS INC X 21;119;2020-04-01
AMOXICILINA TRI-HIDRATADA 500 MG CAP DURA CT BL AL PLAS PVC TRANS X 21;1453;2021-10-01
AMOXICILINA TRI-HIDRATADA 500 MG CAP DURA CT BL AL PLAS TRANS X 15;37076;2021-10-01
AMOXICILINA TRI-HIDRATADA 500 MG CAP DURA CT BL AL PLAS TRANS X 21;133145;2021-10-01
AMOXICILINA TRI-HIDRATADA 500 MG CAP DURA CT BL AL PLAS TRANS X 280 (EMB FRAC);479;2021-09-01
AMOXICILINA TRI-HIDRATADA 500 MG CAP DURA CT BL AL PLAS TRANS X 30;27573;2021-10-01
AMOXICILINA TRI-HIDRATADA 500 MG CAP DURA CT BL AL PVC TRANS X 15;1;2020-11-01
AMOXICILINA TRI-HIDRATADA 500 MG CAP DURA CT BL AL PVC TRANS X 21;35;2021-09-01
AMOXICILINA TRI-HIDRATADA 500 MG CAP DURA CT BL AL PVDC TRANS X 15;779;2021-10-01
AMOXICILINA TRI-HIDRATADA 500 MG CAP DURA CT BL AL PVDC TRANS X 21;3338;2021-10-01
AMOXICILINA TRI-HIDRATADA 500 MG CAP GEL DURA CT BL AL PLAS INC X 15;2493;2021-10-01
AMOXICILINA TRI-HIDRATADA 500 MG CAP GEL DURA CT BL AL PLAS INC X 21;5100;2021-10-01
AMOXICILINA TRI-HIDRATADA 500 MG CAP GEL DURA CT BL AL PLAS INC X 30;1921;2021-10-01
AMOXICILINA TRI-HIDRATADA 500 MG CAP GEL DURA CT BL AL PVC INC X 15;83;2021-09-01
AMOXICILINA TRI-HIDRATADA 500 MG CAP GEL DURA CT BL AL PVC INC X 21;891;2021-10-01
AMOXICILINA TRI-HIDRATADA 500 MG CAP GEL DURA CT BL AL PVDC INC X 21;1;2017-10-01
AMOXICILINA TRI-HIDRATADA 500 MG COM CT BL AL PLAS OPC X 18;1;2018-05-01
AMOXICILINA TRI-HIDRATADA 500 MG/5 ML PO P/ SUS OR CT FR VD AMB X 150 ML + SER DOS;6;2018-06-01
AMOXICILINA TRI-HIDRATADA 80 MG/ML PO SUS OR CT 20 FR PLAS OPC X 100 ML + 20 SER DOS;6;2020-11-01
AMOXICILINA TRI-HIDRATADA 80 MG/ML PO SUS OR CT FR PLAS OPC X 100 ML + COP + SER DOS;1707;2021-10-01
AMOXICILINA TRI-HIDRATADA 80 MG/ML PO SUS OR CT FR PLAS OPC X 100 ML + SER DOS;21478;2021-10-01
AMOXICILINA TRI-HIDRATADA 80 MG/ML PO SUS OR CT FR VD AMB X 100 ML + SER DOS;46696;2021-10-01
AMOXICILINA TRI-HIDRATADA 875 MG COM CT BL AL PLAS INC X 14;494;2020-04-01
AMOXICILINA TRI-HIDRATADA 875 MG COM CT BL AL PLAS INC X 20;800;2020-04-01
AMOXICILINA TRI-HIDRATADA 875 MG COM CT BL AL PLAS PVDC TRANS X 14;7058;2021-10-01
AMOXICILINA TRI-HIDRATADA 875 MG COM CT BL AL PLAS PVDC TRANS X 20;11161;2021-10-01
AMOXICILINA TRI-HIDRATADA 875 MG COM CT BL AL PLAS TRANS X 14;6413;2021-10-01
AMOXICILINA TRI-HIDRATADA 875 MG COM REV CT BL AL AL X 14;22111;2021-10-01
AMOXICILINA TRI-HIDRATADA 875 MG COM REV CT BL AL/AL X 14;721;2021-10-01
AMOXICILINA TRI-HIDRATADA 875 MG COM REV CT STR AL X 14;5432;2021-10-01
AMOXICILINA TRI-HIDRATADA 875 MG COM REV CT STR AL X 14 ;24019;2021-10-01
AMOXICILINA TRI-HIDRATADA 875 MG COM REV CT STR AL X 20;20841;2021-10-01
AMOXICILINA TRIHIDRATADA + CLARITROMICINA + LANSOPRAZOL 30 MG CAP DURA LIB RETARD + 500 MG COM REV + 500 MG CAP DURA CT 7 BL AL PLAS TRANS X 2 + 2+ 4 + 30 MG CAP DURA LIB RETARD BL AL PLAS TRANS X 28;112;2018-10-01
AMOXICILINA TRIHIDRATADA + CLARITROMICINA + LANSOPRAZOL 30 MG CAP DURA LIB RETARD + 500 MG COM REV + 500 MG CAP DURA CT 7 BL AL PLAS TRANS X 2 + 2+ 4  ;19;2018-08-01
AMOXICILINA TRIHIDRATADA + CLARITROMICINA + LANSOPRAZOL 30 MG CAP GEL DURA LIB RETARD + 500 MG COM REV + 500 CAP GEL DURA 2 BL AL PLAS INC X 7 + 7 BL AL PLAS INC X 2 + 2 + 4;3;2019-04-01
AMOXICILINA TRIHIDRATADA + CLARITROMICINA + LANSOPRAZOL 30 MG CAP GEL DURA LIB RETARD + 500 MG COM REV + 500 MG CAP GEL DURA 4 BL AL PLAS INC X 7+ 7 BL AL PLAS INC X 2+2+4;1354;2021-10-01
AMOXICILINA TRIHIDRATADA + CLARITROMICINA + LANSOPRAZOL 30 MG CAP GEL DURA LIB RETARD + 500 MG COM REV + 500 MG CAP GEL DURA CT 7 BL AL PLAS INC X 2+2+4;666;2021-10-01
AMOXICILINA TRIHIDRATADA + CLARITROMICINA + LANSOPRAZOL 30 MG CAP GEL DURA LIB RETARD + 500 MG COM REV+ 500MG CAP GEL DURA CT 10 BL AL PLAS INC X 2+2+4;4;2019-06-01
AMOXICILINA TRIHIDRATADA + CLARITROMICINA + LANSOPRAZOL 30MG CAP GEL DURA + 500MG COM REV +500MG CAP GEL DURA CT 4 BL AL PLA INC X 7 + 7 BL AL PLAS INC X 2+2+4 ;1;2018-09-01
AMOXICILINA TRIHIDRATADA + CLAVULANATO DE POTÁSSIO (50 + 12,5) MG/ML PO SUS OR CT FR VD TRANS X 100 ML + COP;1498;2020-11-01
AMOXICILINA TRIHIDRATADA + CLAVULANATO DE POTÁSSIO (50,0 + 12,5) MG/ML PO SUS OR CT FR VD TRANS X 100 ML + COP;405;2021-03-01
AMOXICILINA TRIHIDRATADA + CLAVULANATO DE POTÁSSIO (50,0 + 12,5) MG/ML PO SUS OR CT FR VD TRANS X 100 ML + SER DOS;6200;2021-10-01
AMOXICILINA TRIHIDRATADA + CLAVULANATO DE POTÁSSIO (500+125) MG COM REV CT STR AL/AL X 12;336;2021-10-01
AMOXICILINA TRIHIDRATADA + CLAVULANATO DE POTÁSSIO (500+125) MG COM REV CT STR AL/AL X 18;253;2021-10-01
AMOXICILINA TRIHIDRATADA + CLAVULANATO DE POTÁSSIO (500+125) MG COM REV CT STR AL/AL X 30;3;2021-04-01
AMOXICILINA TRIHIDRATADA + CLAVULANATO DE POTÁSSIO (500,0 + 125,0) MG COM REV CT ENVOL BL AL PLAS PVC/PVDC TRANS X 18;1;2021-09-01
AMOXICILINA TRIHIDRATADA + CLAVULANATO DE POTÁSSIO (875,0 + 125,0) MG COM REV CT ENVOL BL AL PLAS PVC/PVDC TRANS X 14;9;2021-10-01
AMOXICILINA TRIHIDRATADA + CLAVULANATO DE POTÁSSIO (875,0 + 125,0) MG COM REV CT ENVOL BL AL PLAS PVC/PVDC TRANS X 20;7;2021-10-01
AMOXICILINA TRIHIDRATADA + CLAVULANATO DE POTÁSSIO 400 MG + 57 MG/5ML PO SUS OR CT FR VD AMB X 70 ML + SER DOS;9763;2021-10-01
AMOXICILINA TRIHIDRATADA + CLAVULANATO DE POTÁSSIO 875 MG + 125 MG COM REV CT BL AL/AL X 14;187;2021-06-01
AMOXICILINA TRIHIDRATADA + CLAVULANATO DE POTÁSSIO 875 MG + 125 MG COM REV CT FR VD AMB X 14;19135;2021-10-01
AMOXICILINA TRIHIDRATADA + CLAVULANATO DE POTÁSSIO 875 MG + 125 MG COM REV CT FR VD AMB X 20;23381;2021-10-01
AMOXICILINA TRIHIDRATADA + SULBACTAM PIVOXILA (875 + 125) MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 14;405;2021-09-01
AMOXICILINA TRIHIDRATADA + SULBACTAM PIVOXILA 875 MG + 125 MG COM REV CT BL AL PLAS TRANS X 14;155;2020-06-01
AMOXICILINA TRIHIDRATADA 125 MG/5 ML PO PREP EXT CT FR VD AMB X 150 ML ;1;2018-01-01
AMOXICILINA TRIHIDRATADA 125 MG/5 ML PO SUS OR CT FR VD TRANS X 150 ML ;1;2018-01-01
AMOXICILINA TRIHIDRATADA 250 MG PO PREP EXTEMP CT FR VD AMB + FR VD AMB DIL X 150 ML + SER DOS X 10 ML;47;2021-10-01
AMOXICILINA TRIHIDRATADA 250 MG/5 ML PO P/ SUS OR CT FR VD AMB X 150 ML + SER DOS;46;2020-11-01
AMOXICILINA TRIHIDRATADA 250 MG/5 ML PO SUS CT FR PLAS OPC X 150 ML;131;2019-05-01
AMOXICILINA TRIHIDRATADA 250 MG/5 ML PO SUS CT FR PLAS OPC X 150 ML + COP;417;2020-12-01
AMOXICILINA TRIHIDRATADA 250 MG/5 ML PO SUS OR CT FR VD TRANS X 150 ML ;1465;2021-10-01
AMOXICILINA TRIHIDRATADA 250 MG/5ML PO EXT CT FR VD AMB X 150 ML;139;2021-10-01
AMOXICILINA TRIHIDRATADA 250 MG/5ML PO PREP EXT SUS OR CT FR VD AMB X 150 ML;17;2018-07-01
AMOXICILINA TRIHIDRATADA 250 MG/5ML PO SUS OR CT FR VD AMB X 150 ML;158;2018-08-01
AMOXICILINA TRIHIDRATADA 400 MG / 5 ML PÓ SUS OR CT FR VD AMB X 100 ML + SER DOS X 10 ML;1534;2020-04-01
AMOXICILINA TRIHIDRATADA 400 MG PO PREP EXTEMP CT FR VD AMB + FR VD AMB DIL X 100 ML + SER DOS X 10 ML;2411;2021-10-01
AMOXICILINA TRIHIDRATADA 400 MG/ 5 ML PO SUS OR CT FR PLAS OPC X 100 ML;4;2018-05-01
AMOXICILINA TRIHIDRATADA 400 MG/ 5 ML PO SUS OR CT FR PLAS OPC X 100 ML + CP MED + SER DOSAD;125;2021-10-01
AMOXICILINA TRIHIDRATADA 400 MG/5ML PÓ P/ SUS OR CT FR VD AMB X 100 ML + SER DOS;15;2019-09-01
AMOXICILINA TRIHIDRATADA 400 MG/5ML PÓ PARA SUS OR CT FR VD AMB X 100 ML + SER PLAS DOS;777;2021-10-01
AMOXICILINA TRIHIDRATADA 50 MG/ML PO SUS CT FR PLAS OPC X 150 ML + COP;4820;2021-10-01
AMOXICILINA TRIHIDRATADA 50 MG/ML PO SUS CT FR VD AMB X 150 ML;45;2020-11-01
AMOXICILINA TRIHIDRATADA 50 MG/ML PO SUS CT FR VD AMB X 150 ML + COP;1044;2021-10-01
AMOXICILINA TRIHIDRATADA 50 MG/ML PO SUS OR CT FR PLAS OPC X 150 ML + COP;2189;2021-10-01
AMOXICILINA TRIHIDRATADA 50 MG/ML PO SUS OR CT FR VD AMB X 150 ML + COP;67;2021-10-01
AMOXICILINA TRIHIDRATADA 50 MG/ML PO SUS OR CT FR VD TRANS TP AL PLAS POLF X 150ML;7;2021-10-01
AMOXICILINA TRIHIDRATADA 500 MG CAP DURA CT BL AL PLAS PVC TRANS X 15 ;4;2018-03-01
AMOXICILINA TRIHIDRATADA 500 MG CAP DURA CT BL AL PLAS PVC TRANS X 21;2282;2021-10-01
AMOXICILINA TRIHIDRATADA 500 MG CAP DURA CT BL AL PLAS PVC TRANS X 30;2484;2019-12-01
AMOXICILINA TRIHIDRATADA 500 MG CAP DURA CT BL AL PLAS TRANS X 15;22089;2021-10-01
AMOXICILINA TRIHIDRATADA 500 MG CAP DURA CT BL AL PLAS TRANS X 15 ;31;2021-10-01
AMOXICILINA TRIHIDRATADA 500 MG CAP DURA CT BL AL PLAS TRANS X 21;82121;2021-10-01
AMOXICILINA TRIHIDRATADA 500 MG CAP DURA CT BL AL PLAS TRANS X 30;10102;2021-10-01
AMOXICILINA TRIHIDRATADA 500 MG CAP GEL DURA CT BL AL PLAS INC X 15;484;2021-10-01
AMOXICILINA TRIHIDRATADA 500 MG CAP GEL DURA CT BL AL PLAS INC X 21;8347;2021-10-01
AMOXICILINA TRIHIDRATADA 500 MG CAP GEL DURA CT BL AL PLAS INC X 30;1499;2021-09-01
AMOXICILINA TRIHIDRATADA 500 MG CAP GEL DURA CT BL AL PLAS TRANS X 21;293;2021-10-01
AMOXICILINA TRIHIDRATADA 500 MG/5 ML PO EXT CT FR VD AMB X 150 ML;45;2021-09-01
AMOXICILINA TRIHIDRATADA 500 MG/5 ML PO P/ SUS OR CT FR VD AMB X 150 ML + SER DOS;22;2021-08-01
AMOXICILINA TRIHIDRATADA 500 MG/5 ML PO SUS OR CT FR VD TRANS X 150 ML ;342;2021-10-01
AMOXICILINA TRIHIDRATADA 80 MG/ML PO SUS OR CT FR PLAS OPC X 100 ML + SER DOS;3429;2021-10-01
AMOXICILINA TRIHIDRATADA 80 MG/ML PO SUS OR CT FR VD AMB X 100 ML + SER PLAS DOS;475;2021-10-01
AMOXICILINA TRIHIDRATADA 80 MG/ML PÓ SUS OR CT FR VD AMB X 100 ML + SER DOS X 10 ML;21561;2021-10-01
AMPICILINA 50 MG/ ML SUS OR CT FR PLAS AMB X 150 ML + CP MED;39;2021-08-01
AMPICILINA 50 MG/ML PO P/ SUS OR CT FR VD AMB X 150 ML ;10;2020-10-01
AMPICILINA 50 MG/ML PO P/ SUS OR CT FR VD AMB X 60 ML;23;2020-10-01
AMPICILINA 500 MG CAP DURA CT BL AL PLAS PVC TRANS X 12;622;2021-10-01
AMPICILINA 500 MG CAP DURA CT BL AL PLAS PVC TRANS X 21;282;2021-10-01
AMPICILINA 500 MG CAP GEL DURA CT BL AL PLAS LEIT X 10;192;2021-05-01
AMPICILINA 500 MG CAP GEL DURA CT BL AL PLAS OPC X 10;33;2019-07-01
AMPICILINA 500 MG CAP GEL DURA CT BL AL PLAS TRANS X 12;120;2021-04-01
AMPICILINA 500 MG CAP GEL DURA CT BL AL PLAS TRANS X 21;72;2021-04-01
AMPICILINA 500 MG COM CT BL AL PLAS TRANS X 12;1496;2021-10-01
AMPICILINA 500 MG COM CT BL AL PLAS TRANS X 24 ;919;2021-10-01
AMPICILINA 500 MG COM CT BL AL PLAS TRANS X 6;203;2021-07-01
AMPICILINA 500 MG COM CT STR X 12;72;2021-08-01
AMPICILINA 500 MG COM CT STR X 24 ;42;2018-10-01
AMPICILINA 500 MG COM CT STR X 6;48;2020-12-01
AMPICILINA ANIDRA 3 G PO SUS OR CT FR VD AMB + COP;6;2018-12-01
AMPICILINA ANIDRA 500 MG CAP DURA CT BL AL PLAS PVC TRANS X 12 ;503;2021-10-01
AMPICILINA ANIDRA 500 MG CAP GEL DURA CT BL AL PLAS INC X 10;15;2020-08-01
AMPICILINA ANIDRA 500 MG CAP GEL DURA CT BL AL PLAS INC X 12;8;2017-10-01
AMPICILINA ANIDRA 500 MG CAP GEL DURA CT BL AL PLAS OPC X 10 ;69;2020-11-01
